I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-1,1,2,0,-2,1,-31,-30,-35,-13,16,11
-1,0,1,1,-2,1,-33,-32,-36,-17,7,7
4,2,-2,-3,3,0,-36,-34,-36,-17,8,5
4,3,-1,-4,3,1,-33,-33,-35,-17,4,7
3,3,0,-3,1,2,-24,-28,-33,-12,10,9
5,4,-1,-4,3,2,-23,-24,-33,-9,13,11
4,4,-1,-4,2,2,-25,-21,-32,-10,9,9
9,2,-6,-5,7,-2,-25,-20,-33,-9,12,7
11,-2,-12,-5,11,-7,-24,-23,-33,-11,4,6
12,-3,-15,-5,13,-9,-21,-24,-34,-14,0,3
15,-1,-17,-7,16,-9,-20,-26,-35,-18,-7,3
12,-2,-14,-5,13,-8,-21,-27,-36,-21,-15,1
10,-4,-14,-3,12,-9,-24,-25,-37,-19,-11,1
8,-5,-13,-1,10,-9,-23,-28,-38,-20,-13,2
7,-7,-14,0,10,-10,-18,-32,-39,-19,-8,2
8,-7,-14,-1,11,-10,-18,-33,-40,-17,-2,4
4,-7,-11,2,7,-9,-19,-33,-39,-16,0,3
2,-7,-9,3,5,-8,-18,-32,-38,-14,7,3
-4,-8,-5,6,0,-6,-14,-33,-37,-15,1,3
-5,-10,-5,8,0,-7,-12,-35,-38,-16,-2,0
-2,-12,-10,7,4,-10,-15,-39,-42,-19,-8,-2
-3,-14,-11,8,3,-12,-18,-41,-43,-22,-15,-4
-1,-14,-13,8,6,-13,-23,-42,-45,-21,-11,-4
0,-15,-15,8,7,-15,-23,-44,-46,-23,-14,-3
2,-17,-18,7,10,-17,-19,-44,-47,-22,-8,-3
4,-17,-22,6,13,-19,-20,-45,-50,-21,-6,-4
2,-19,-22,9,12,-20,-23,-45,-51,-20,-9,-8
3,-21,-23,9,13,-22,-23,-45,-51,-19,-6,-11
-1,-22,-21,12,10,-22,-21,-48,-49,-22,-16,-13
-5,-23,-18,14,6,-20,-19,-51,-48,-22,-17,-13
-7,-22,-15,15,3,-18,-18,-57,-49,-22,-18,-10
-10,-21,-11,15,0,-16,-19,-59,-49,-22,-22,-10
-6,-18,-11,12,2,-14,-22,-58,-49,-19,-17,-8
-5,-16,-11,11,3,-14,-19,-57,-49,-19,-21,-7
-3,-16,-13,10,5,-14,-11,-56,-50,-18,-18,-9
-1,-17,-16,9,7,-16,-9,-55,-50,-16,-18,-9
-3,-20,-16,12,6,-18,-9,-52,-48,-15,-23,-11
-5,-22,-17,13,6,-19,-7,-53,-47,-14,-21,-12
-11,-25,-13,18,1,-19,-3,-56,-44,-15,-28,-12
-16,-25,-8,20,-4,-16,1,-59,-41,-15,-28,-13
-19,-22,-3,20,-8,-12,3,-63,-41,-15,-30,-11
-22,-19,3,21,-13,-7,1,-69,-41,-18,-35,-14
-20,-14,6,17,-13,-4,-6,-74,-44,-20,-32,-17
-19,-12,7,15,-13,-2,-5,-78,-46,-26,-38,-18
-16,-12,4,14,-10,-3,3,-80,-47,-31,-38,-19
-13,-11,2,12,-7,-4,5,-81,-48,-38,-38,-19
-14,-12,2,13,-8,-5,4,-80,-47,-47,-41,-23
-13,-12,1,12,-7,-5,4,-81,-48,-54,-38,-24
-15,-13,2,14,-9,-5,6,-83,-48,-64,-45,-25
-14,-15,-1,14,-7,-7,8,-86,-50,-73,-49,-29
-9,-16,-7,12,-1,-11,7,-90,-53,-83,-56,-33
-10,-17,-7,14,-2,-12,5,-93,-54,-92,-64,-37
-10,-16,-7,13,-2,-11,2,-94,-54,-98,-62,-39
-13,-17,-4,15,-5,-10,3,-97,-54,-104,-67,-39
-17,-18,-1,17,-8,-9,10,-99,-54,-108,-64,-39
-17,-17,0,17,-9,-8,12,-100,-52,-108,-60,-35
-20,-16,4,18,-12,-6,12,-98,-48,-107,-58,-33
-20,-16,4,18,-12,-6,11,-100,-48,-107,-51,-31
-25,-18,7,21,-16,-6,9,-105,-49,-113,-56,-31
-27,-20,7,23,-17,-6,11,-108,-50,-115,-57,-33
-26,-21,6,23,-16,-7,12,-112,-51,-118,-60,-33
-29,-23,5,26,-17,-9,13,-113,-50,-120,-65,-35
-26,-25,2,25,-14,-11,11,-113,-50,-119,-60,-36
-26,-27,-1,27,-13,-14,13,-116,-50,-122,-63,-37
-25,-29,-5,27,-10,-17,19,-119,-51,-123,-60,-40
-23,-31,-8,27,-8,-19,18,-122,-51,-123,-58,-42
-27,-34,-7,30,-10,-20,16,-123,-49,-123,-61,-47
-29,-35,-6,32,-12,-20,18,-124,-47,-124,-59,-50
-36,-36,-1,36,-18,-18,22,-126,-45,-129,-70,-51
-42,-38,4,40,-23,-17,28,-125,-43,-130,-71,-53
-45,-39,6,42,-26,-16,31,-124,-42,-130,-72,-51
-49,-41,8,45,-29,-16,33,-123,-40,-130,-74,-50
-46,-41,5,43,-25,-18,31,-121,-37,-126,-66,-48
-45,-42,2,43,-24,-20,32,-119,-36,-124,-67,-48
-41,-43,-2,42,-20,-22,38,-115,-35,-122,-60,-49
-39,-44,-5,41,-17,-24,38,-112,-35,-120,-57,-48
-41,-47,-6,44,-18,-26,37,-107,-34,-120,-60,-49
-41,-47,-6,44,-17,-27,39,-102,-32,-118,-54,-47
-45,-48,-3,47,-21,-26,43,-99,-29,-120,-58,-45
-48,-50,-2,49,-23,-26,48,-95,-27,-118,-56,-46
-50,-53,-3,51,-24,-28,50,-92,-27,-116,-56,-45
-53,-54,-2,54,-26,-28,49,-91,-24,-116,-59,-47
-49,-53,-4,51,-23,-28,44,-90,-23,-114,-53,-48
-50,-54,-5,52,-23,-29,46,-88,-21,-114,-55,-49
-50,-56,-7,53,-22,-31,55,-84,-18,-111,-47,-50
-50,-61,-10,55,-20,-35,56,-82,-18,-110,-44,-53
-56,-68,-13,62,-22,-40,56,-80,-18,-110,-46,-60
-56,-73,-18,65,-19,-45,58,-77,-14,-110,-44,-66
-59,-79,-20,69,-20,-49,63,-75,-5,-112,-54,-71
-61,-82,-21,71,-20,-51,69,-70,1,-112,-55,-77
-62,-83,-21,72,-20,-52,73,-65,5,-111,-58,-80
-65,-89,-24,77,-21,-56,74,-60,5,-112,-63,-85
-65,-97,-32,81,-17,-64,71,-55,1,-111,-59,-88
-66,-104,-38,85,-14,-71,71,-53,-3,-113,-62,-90
-65,-111,-46,88,-10,-78,75,-51,-7,-114,-57,-92
-64,-117,-52,90,-6,-84,72,-48,-13,-115,-56,-93
-67,-123,-57,95,-5,-90,66,-45,-17,-117,-60,-97
-65,-126,-61,95,-2,-93,62,-43,-23,-118,-58,-98
-66,-127,-62,97,-2,-94,59,-42,-28,-121,-67,-99
-66,-128,-61,97,-3,-94,56,-41,-32,-122,-70,-103
-66,-126,-60,96,-3,-93,51,-42,-35,-124,-77,-105
-67,-128,-62,98,-3,-95,45,-41,-40,-127,-85,-110
-63,-131,-69,97,3,-100,35,-38,-49,-128,-82,-114
-58,-133,-75,96,8,-104,32,-37,-54,-133,-88,-119
-49,-134,-85,92,18,-109,36,-33,-58,-136,-86,-126
-40,-135,-96,88,28,-115,32,-31,-64,-140,-88,-128
-34,-139,-105,86,35,-121,27,-29,-68,-143,-94,-130
-26,-139,-113,82,43,-126,23,-24,-70,-142,-87,-128
-22,-139,-117,81,47,-127,22,-19,-69,-142,-88,-121
-16,-139,-123,78,53,-131,21,-13,-69,-137,-82,-118
-8,-139,-131,73,62,-135,18,-9,-71,-132,-81,-115
-6,-142,-136,74,65,-139,13,-5,-72,-128,-81,-111
-3,-144,-141,74,69,-143,5,0,-73,-121,-73,-103
2,-144,-146,71,73,-144,2,4,-74,-117,-72,-94
12,-140,-152,64,82,-146,5,9,-74,-110,-61,-85
17,-136,-153,60,85,-145,0,14,-75,-102,-52,-78
15,-135,-150,60,82,-142,-6,19,-74,-95,-47,-76
17,-131,-148,57,82,-139,-9,24,-75,-87,-35,-72
16,-128,-144,56,79,-136,-11,25,-76,-84,-36,-68
18,-125,-144,53,81,-134,-6,28,-76,-80,-31,-63
24,-121,-145,49,84,-133,0,28,-77,-78,-31,-54
22,-120,-141,49,81,-130,6,34,-72,-75,-29,-45
20,-117,-137,49,78,-127,10,43,-67,-68,-16,-34
18,-112,-131,47,74,-121,17,50,-63,-64,-11,-25
20,-105,-126,43,73,-115,27,58,-60,-59,3,-19
20,-99,-119,39,69,-109,30,63,-60,-54,11,-14
15,-95,-109,40,62,-102,31,66,-58,-52,13,-14
14,-91,-106,38,60,-98,33,65,-58,-50,18,-12
12,-90,-102,39,57,-96,35,61,-56,-55,10,-11
11,-88,-99,38,55,-93,38,62,-55,-56,8,-13
12,-84,-96,36,53,-89,39,64,-54,-57,1,-13
11,-78,-89,33,49,-83,37,61,-51,-58,-4,-14
14,-68,-83,27,48,-75,32,55,-49,-57,2,-11
17,-58,-75,21,46,-66,33,51,-45,-56,1,-8
22,-47,-69,12,45,-58,40,52,-39,-51,10,-6
25,-36,-61,6,43,-48,39,52,-36,-47,15,0
22,-28,-51,3,36,-39,37,52,-32,-43,17,4
25,-22,-47,-1,36,-35,34,49,-31,-38,26,10
25,-20,-45,-3,35,-32,30,44,-30,-34,24,15
27,-19,-45,-4,36,-32,32,43,-29,-30,28,18
28,-18,-46,-5,37,-32,35,42,-28,-27,25,22
25,-19,-44,-3,34,-31,36,42,-24,-25,21,23
23,-19,-42,-2,32,-30,34,44,-19,-22,23,26
19,-20,-39,0,29,-29,34,42,-16,-21,19,28
19,-19,-38,0,28,-28,37,41,-15,-19,24,27
19,-17,-36,-1,27,-26,35,37,-13,-17,23,27
16,-15,-31,-1,23,-22,34,34,-10,-16,19,23
17,-10,-27,-4,22,-18,32,33,-9,-12,21,21
15,-5,-20,-5,17,-12,29,32,-7,-12,12,18
16,0,-16,-8,16,-8,28,30,-9,-14,8,15
20,6,-14,-13,17,-4,25,26,-12,-20,-2,13
18,8,-10,-13,14,-1,21,23,-13,-24,-12,12
18,10,-9,-14,13,1,15,21,-15,-24,-13,15
15,11,-4,-13,9,4,11,15,-18,-27,-19,16
13,14,0,-13,6,7,12,9,-22,-27,-14,14
14,16,2,-15,6,9,8,7,-25,-27,-14,15
13,16,3,-14,5,10,6,11,-25,-27,-17,12
15,17,2,-16,6,10,5,12,-25,-26,-14,12
13,17,4,-15,4,10,6,10,-22,-28,-21,11
13,16,3,-15,5,10,7,8,-24,-27,-19,10
16,17,1,-16,7,9,4,2,-28,-26,-20,10
13,18,5,-15,4,12,0,0,-29,-25,-22,11
12,22,10,-17,1,17,-5,-1,-29,-22,-17,15
12,26,13,-19,-1,20,-8,-6,-31,-22,-20,14
16,29,13,-23,1,22,-7,-10,-33,-21,-13,8
16,31,16,-23,0,24,-11,-19,-36,-23,-16,2
8,30,22,-19,-7,27,-16,-28,-38,-25,-25,-9
4,34,30,-19,-14,33,-20,-43,-43,-29,-31,-19
-5,39,44,-17,-25,42,-24,-65,-49,-38,-50,-30
-17,41,58,-12,-38,50,-18,-86,-54,-48,-67,-52
-31,41,72,-5,-52,57,-9,-111,-60,-61,-93,-79
-48,29,77,10,-63,53,13,-123,-57,-76,-126,-120
-61,11,72,25,-67,42,42,-125,-50,-90,-156,-168
-80,-16,64,48,-73,25,83,-117,-34,-106,-203,-232
-101,-49,52,75,-77,2,135,-99,-13,-120,-248,-308
-135,-96,38,115,-87,-29,194,-77,16,-129,-298,-401
-182,-158,24,170,-103,-66,262,-50,54,-134,-353,-512
-226,-228,-1,227,-113,-114,332,-16,96,-138,-411,-632
-277,-307,-30,292,-124,-168,406,21,144,-145,-486,-762
-327,-388,-60,357,-134,-224,473,57,187,-148,-554,-895
-379,-470,-91,425,-145,-280,532,90,225,-152,-627,-1027
-434,-551,-116,493,-159,-333,570,117,257,-152,-694,-1141
-486,-628,-142,557,-172,-385,588,141,282,-149,-748,-1237
-518,-685,-167,601,-175,-426,596,171,312,-127,-776,-1264
-530,-726,-196,628,-167,-460,597,209,344,-88,-770,-1241
-521,-750,-229,636,-147,-489,578,264,376,-21,-709,-1154
-500,-763,-263,632,-119,-513,548,334,410,67,-604,-1019
-453,-743,-289,598,-82,-516,507,400,438,161,-458,-851
-392,-698,-307,545,-43,-502,458,463,463,259,-294,-654
-331,-632,-301,482,-16,-466,411,513,493,363,-115,-464
-271,-548,-277,409,3,-412,363,551,525,471,66,-275
-215,-459,-244,337,14,-351,310,573,544,562,223,-111
-158,-364,-205,261,23,-284,253,579,549,642,370,33
-110,-274,-164,192,26,-219,206,569,543,693,473,141
-67,-188,-122,127,27,-154,168,547,528,726,556,216
-35,-120,-86,78,25,-103,136,513,502,729,596,257
-16,-69,-53,42,18,-61,113,470,470,709,601,267
-1,-29,-28,15,13,-28,96,426,431,671,583,263
4,-2,-6,-1,5,-4,85,380,388,615,533,249
9,17,9,-13,0,13,81,338,345,558,484,231
13,31,18,-22,-2,25,78,298,302,497,427,215
15,43,28,-29,-7,36,70,263,265,439,374,199
19,56,37,-37,-10,47,57,231,230,387,331,185
19,68,48,-44,-15,58,52,200,200,339,288,174
21,81,60,-51,-20,71,52,170,172,299,258,162
19,88,70,-54,-26,79,48,142,147,263,227,149
11,89,79,-50,-34,84,42,118,125,230,194,131
10,91,82,-51,-36,87,36,97,104,200,166,111
9,91,82,-50,-37,87,30,80,85,168,128,91
7,87,80,-47,-37,84,29,67,70,144,103,75
5,80,76,-42,-36,78,29,56,58,124,77,65
2,72,69,-37,-34,71,27,50,49,108,56,59
6,65,59,-35,-27,62,20,46,40,98,46,59
7,58,51,-32,-23,55,18,41,31,85,33,57
9,54,45,-32,-18,50,21,38,22,75,33,52
9,53,45,-31,-18,49,19,31,15,65,28,48
2,53,51,-28,-25,52,16,24,10,57,21,40
1,57,56,-29,-28,57,11,18,6,51,17,37
-3,60,63,-28,-34,62,6,12,5,43,3,38
-3,63,66,-30,-35,65,5,9,3,40,1,36
0,64,65,-32,-33,65,5,6,0,37,-2,36
1,64,64,-32,-32,64,3,7,-1,33,-8,37
6,65,59,-36,-27,63,-1,9,-2,31,-7,40
10,65,55,-37,-23,60,0,10,-2,27,-14,39
17,65,48,-41,-16,57,6,9,-3,26,-13,34
17,64,47,-41,-15,56,7,8,-4,23,-19,27
8,61,52,-35,-22,57,7,7,-3,21,-29,15
6,62,55,-34,-25,59,6,4,-6,17,-34,10
3,63,60,-33,-29,62,5,1,-7,10,-49,10
-1,60,61,-29,-32,61,7,0,-8,8,-51,10
-6,54,60,-24,-34,58,10,0,-8,8,-53,14
-10,50,60,-20,-35,55,9,0,-8,7,-53,16
-6,50,56,-22,-32,53,3,1,-10,7,-45,22
-4,50,54,-23,-30,53,2,1,-11,5,-45,24
1,52,51,-27,-25,52,6,2,-12,4,-34,23
5,54,49,-30,-22,52,6,0,-12,3,-30,20
6,54,49,-30,-22,52,6,-1,-11,2,-30,12
7,54,47,-31,-21,51,3,-4,-14,0,-29,7
3,52,49,-27,-23,51,-1,-8,-17,-7,-42,2
2,49,47,-25,-23,49,-1,-10,-19,-11,-46,-2
2,46,45,-24,-22,46,-2,-13,-22,-16,-55,-2
-1,44,46,-22,-24,45,-1,-10,-21,-17,-60,-2
-1,45,46,-22,-24,46,-2,-4,-19,-15,-57,2
-2,46,48,-22,-26,47,0,-2,-19,-15,-61,4
-1,48,50,-24,-26,49,4,-2,-20,-13,-55,4
-2,49,51,-23,-27,50,4,-4,-21,-10,-53,7
-8,47,54,-20,-31,51,4,-5,-19,-6,-51,6
-8,48,56,-20,-32,53,2,-7,-22,-2,-45,5
-11,49,61,-19,-36,55,0,-10,-26,-3,-50,2
-13,50,63,-18,-38,56,3,-11,-28,-1,-49,0
-15,48,63,-17,-40,56,9,-14,-29,-1,-56,0
-16,46,62,-15,-40,55,9,-14,-28,-2,-62,-1
-12,45,57,-16,-35,51,3,-12,-28,0,-62,-1
-10,42,52,-16,-32,48,1,-13,-28,-2,-69,-2
-5,41,46,-18,-26,44,1,-14,-29,-2,-64,-3
-3,43,46,-20,-25,44,1,-16,-30,-3,-64,-1
-5,45,50,-20,-28,48,2,-17,-29,-3,-64,1
-2,48,50,-23,-27,50,3,-18,-28,-2,-60,1
-4,49,53,-23,-29,51,3,-19,-24,-3,-68,-2
-5,49,54,-22,-30,52,6,-21,-22,-4,-70,-4
-7,48,55,-21,-31,52,9,-25,-24,-7,-78,-4
-10,47,57,-18,-34,52,10,-26,-23,-8,-83,-3
-9,47,56,-19,-33,52,7,-26,-24,-6,-80,1
-9,47,56,-19,-33,52,9,-26,-23,-8,-83,6
-6,48,54,-21,-30,52,15,-23,-23,-7,-75,11
-4,48,52,-22,-29,50,16,-24,-24,-6,-75,11
-6,45,51,-19,-29,48,16,-25,-25,-5,-77,5
-3,46,49,-21,-27,48,15,-26,-27,-4,-77,1
-3,47,51,-22,-27,49,15,-27,-28,-8,-89,-3
-6,48,54,-21,-30,51,18,-27,-28,-7,-91,-6
-12,47,59,-18,-36,54,24,-29,-27,-6,-98,-6
-15,46,62,-16,-39,54,24,-31,-26,-5,-103,-6
-12,47,59,-17,-36,53,18,-35,-27,-3,-100,-4
-13,44,57,-15,-36,51,16,-39,-29,-5,-107,-6
-13,39,53,-13,-33,46,17,-42,-33,-7,-105,-12
-14,39,52,-13,-33,46,17,-44,-35,-9,-108,-12
-17,40,56,-12,-37,48,18,-45,-34,-12,-111,-11
-15,45,60,-15,-38,53,17,-49,-33,-13,-109,-10
-17,51,67,-17,-43,59,13,-54,-32,-17,-115,-10
-18,55,72,-19,-45,64,15,-56,-30,-17,-114,-11
-20,58,77,-19,-49,68,18,-56,-28,-17,-119,-11
-22,57,79,-17,-51,68,19,-55,-27,-18,-125,-11
-20,54,74,-17,-48,65,16,-55,-29,-17,-125,-9
-23,50,73,-14,-48,62,15,-56,-30,-18,-130,-8
-24,47,71,-11,-48,59,16,-56,-30,-17,-124,-8
-25,44,69,-10,-47,57,15,-60,-28,-18,-123,-7
-27,41,68,-7,-48,55,13,-66,-23,-19,-124,-9
-25,42,66,-8,-46,54,11,-70,-23,-21,-122,-9
-26,42,68,-8,-48,55,9,-75,-25,-26,-131,-11
-25,42,66,-9,-46,54,11,-80,-27,-28,-133,-15
-22,41,64,-9,-44,53,13,-87,-30,-30,-142,-17
-25,42,67,-9,-46,55,14,-91,-30,-31,-148,-18
-25,46,71,-11,-48,59,11,-92,-30,-29,-145,-15
-26,49,75,-12,-51,62,12,-95,-30,-30,-150,-15
-22,53,76,-15,-49,65,16,-96,-31,-29,-144,-17
-21,54,74,-17,-48,64,17,-98,-32,-30,-146,-17
-22,50,72,-14,-48,62,20,-97,-30,-32,-150,-20
-18,48,66,-15,-43,57,17,-97,-31,-33,-148,-18
-17,44,60,-14,-39,53,12,-99,-31,-36,-155,-15
-18,41,59,-12,-39,51,13,-100,-32,-35,-152,-12
-23,40,63,-8,-43,52,16,-103,-34,-34,-153,-8
-29,39,68,-5,-49,54,17,-105,-33,-34,-156,-9
-31,41,71,-5,-51,56,14,-107,-32,-34,-156,-11
-29,43,72,-7,-51,58,13,-109,-30,-36,-163,-14
-20,47,67,-14,-44,57,15,-109,-29,-35,-161,-18
-18,51,69,-16,-44,60,18,-109,-27,-34,-162,-17
-24,53,76,-14,-51,65,24,-108,-21,-31,-162,-15
-24,54,78,-15,-52,67,27,-103,-18,-25,-157,-11
-27,53,80,-13,-54,67,27,-98,-15,-23,-162,-8
-28,52,79,-12,-54,66,30,-95,-13,-20,-159,-8
-29,49,78,-10,-54,64,34,-95,-13,-21,-161,-8
-30,48,78,-9,-54,63,36,-96,-11,-21,-162,-6
-26,50,76,-12,-51,63,36,-96,-10,-19,-156,0
-28,48,76,-10,-53,62,39,-96,-7,-18,-158,5
-30,45,74,-8,-52,60,44,-93,-5,-15,-150,9
-29,44,73,-7,-52,59,47,-92,-3,-12,-146,13
-29,43,73,-7,-51,58,49,-90,-1,-8,-141,13
-26,43,68,-9,-48,56,49,-84,0,-4,-133,14
-26,40,65,-7,-46,53,48,-77,4,-4,-136,13
-25,37,62,-6,-44,50,51,-74,6,-1,-134,12
-27,34,61,-4,-44,48,56,-76,6,-1,-139,12
-29,32,61,-2,-45,47,57,-75,7,1,-142,12
-27,34,60,-4,-44,47,51,-73,7,5,-137,14
-27,34,61,-4,-44,48,51,-70,7,6,-140,11
-24,35,59,-6,-42,47,56,-64,7,7,-133,5
-25,34,59,-5,-42,47,60,-59,9,9,-133,0
-30,31,61,0,-46,46,67,-54,13,11,-133,-6
-31,25,56,3,-44,41,69,-50,15,15,-130,-7
-34,16,51,9,-43,34,69,-48,18,17,-136,-6
-36,12,48,12,-42,30,72,-43,20,20,-133,-6
-38,11,48,14,-44,30,76,-38,21,20,-134,-5
-43,7,50,18,-47,29,77,-33,22,20,-136,-4
-44,4,49,20,-47,27,74,-29,19,22,-134,-1
-43,2,45,21,-45,24,75,-27,18,22,-138,-1
-35,1,36,17,-36,19,80,-25,18,24,-130,-4
-31,-3,28,17,-30,13,81,-24,16,24,-132,-7
-30,-10,21,20,-26,6,82,-21,15,24,-134,-13
-26,-11,15,18,-21,2,80,-21,13,23,-133,-17
-24,-12,13,18,-19,1,77,-22,14,20,-142,-22
-24,-11,13,18,-19,1,79,-19,14,21,-142,-27
-29,-12,17,20,-23,3,83,-16,14,22,-149,-30
-30,-13,17,22,-24,2,81,-14,12,21,-155,-35
-25,-13,12,19,-19,0,73,-13,7,20,-156,-39
-22,-15,7,19,-15,-4,68,-13,3,16,-163,-42
-17,-17,0,17,-9,-8,66,-12,-1,16,-158,-45
-15,-18,-3,16,-6,-10,62,-11,-5,15,-158,-42
-15,-20,-4,17,-6,-11,58,-9,-7,16,-157,-40
-11,-16,-5,14,-4,-10,56,-7,-7,18,-149,-38
-10,-12,-2,11,-4,-6,55,-4,-1,16,-149,-37
-8,-10,-2,9,-3,-6,59,-1,0,16,-145,-37
-8,-11,-3,9,-3,-6,63,0,-3,14,-149,-35
-8,-14,-5,11,-2,-9,65,0,-3,14,-152,-37
-5,-16,-11,10,2,-13,64,0,-4,16,-149,-37
-5,-18,-13,12,3,-15,64,1,-2,15,-154,-38
-3,-20,-16,11,6,-18,64,5,-1,15,-149,-39
-4,-19,-15,12,5,-17,64,6,-4,15,-148,-37
-8,-18,-11,13,1,-14,66,6,-8,16,-145,-35
-7,-17,-10,12,1,-13,62,4,-14,17,-140,-35
-9,-17,-7,13,-1,-12,55,1,-19,14,-144,-40
-7,-15,-8,11,0,-11,55,0,-22,11,-144,-43
-5,-13,-8,9,1,-10,57,-3,-24,5,-153,-43
-4,-10,-6,6,1,-8,56,-3,-24,2,-158,-42
1,-4,-5,2,3,-5,49,-1,-25,1,-156,-39
0,-4,-4,2,2,-4,47,-1,-25,-1,-158,-33
1,-5,-6,2,3,-5,49,0,-26,1,-147,-27
0,-5,-6,3,2,-5,51,0,-27,2,-142,-20
-3,-7,-3,5,-1,-5,54,1,-26,3,-134,-15
-1,-5,-4,3,1,-4,53,1,-28,5,-126,-15
-1,-3,-3,2,1,-2,49,0,-28,3,-129,-20
1,1,-1,-1,1,0,51,0,-27,4,-127,-23
2,6,4,-4,-1,5,56,-1,-26,3,-136,-22
2,8,6,-5,-3,7,56,-2,-23,2,-142,-22
5,9,4,-7,0,7,51,-3,-21,2,-142,-18
1,10,10,-6,-5,10,47,-6,-21,1,-147,-14
-4,13,17,-5,-11,16,46,-7,-22,3,-142,-10
-6,16,22,-5,-15,20,47,-8,-22,6,-141,-6
-8,18,26,-5,-18,23,50,-7,-21,10,-136,-4
-7,20,26,-7,-17,23,49,-8,-24,11,-133,-7
-8,18,27,-5,-18,23,47,-11,-27,6,-142,-15
-7,16,23,-5,-15,20,50,-10,-27,3,-145,-18
-6,13,18,-4,-12,16,56,-9,-26,0,-157,-17
-5,8,13,-2,-10,11,57,-8,-25,0,-161,-16
0,4,5,-2,-3,5,52,-9,-27,1,-158,-13
2,3,1,-3,0,3,51,-11,-29,-2,-163,-13
7,5,-2,-6,4,2,52,-13,-32,-5,-157,-14
9,6,-3,-7,5,2,54,-13,-33,-9,-158,-14
6,5,-2,-6,3,2,59,-9,-32,-10,-158,-14
7,6,-1,-7,3,3,60,-6,-32,-10,-155,-13
3,7,4,-5,-1,6,60,-3,-31,-10,-162,-11
3,8,5,-6,-2,7,62,-2,-31,-10,-158,-11
2,9,7,-6,-3,8,64,-5,-32,-12,-162,-11
0,9,9,-4,-5,9,64,-6,-32,-13,-163,-15
1,10,9,-6,-5,10,60,-9,-32,-11,-162,-18
0,11,11,-5,-6,11,59,-10,-32,-13,-169,-22
3,12,9,-7,-4,11,60,-11,-33,-13,-166,-27
6,12,6,-9,0,9,62,-14,-34,-15,-170,-30
9,11,2,-10,3,7,66,-17,-34,-15,-172,-34
10,11,1,-11,4,7,64,-19,-35,-14,-169,-31
5,11,6,-8,-1,9,60,-20,-33,-16,-173,-27
4,11,6,-8,-2,9,62,-19,-32,-12,-165,-20
5,10,5,-8,0,8,65,-19,-31,-9,-162,-10
5,9,4,-7,0,6,67,-17,-30,-7,-159,-6
8,9,1,-9,3,5,65,-16,-28,-5,-152,-2
7,10,3,-8,2,6,65,-11,-25,-4,-152,2
8,12,4,-10,1,8,68,-4,-23,1,-140,6
7,12,5,-10,1,9,70,1,-22,3,-137,7
4,10,6,-7,-2,8,73,7,-21,5,-134,3
4,7,3,-6,0,5,72,9,-22,6,-131,-1
1,3,2,-2,-1,2,68,8,-21,3,-139,-8
0,0,-1,0,0,0,70,9,-21,3,-141,-13
-1,-3,-2,2,0,-2,74,9,-23,1,-152,-16
-2,-3,-1,2,-1,-2,75,10,-23,0,-158,-18
3,1,-2,-2,2,0,72,9,-25,0,-159,-16
4,3,-1,-4,2,1,70,9,-25,0,-163,-16
8,6,-3,-7,5,2,70,9,-26,3,-155,-16
11,8,-3,-10,7,3,69,9,-26,5,-155,-13
13,10,-2,-12,7,4,70,10,-26,7,-153,-11
14,14,0,-14,7,7,68,10,-26,9,-146,-7
10,16,6,-13,1,11,66,10,-24,8,-147,-3
10,18,8,-14,1,13,69,10,-24,9,-141,-1
11,19,8,-16,1,14,75,10,-24,8,-145,1
10,19,10,-15,0,15,78,12,-22,8,-146,0
11,20,9,-16,0,15,78,15,-19,10,-143,2
7,17,10,-12,-2,14,76,15,-17,9,-147,2
7,13,7,-10,0,10,73,15,-18,9,-141,3
7,11,4,-9,1,7,73,13,-17,7,-141,2
7,8,1,-8,2,5,77,12,-15,6,-137,-2
10,9,-1,-9,5,4,75,12,-14,7,-133,-1
8,9,1,-9,3,5,70,13,-12,6,-140,0
8,9,1,-9,3,5,70,15,-11,6,-136,0
5,7,1,-6,1,5,72,16,-11,4,-138,-1
2,5,3,-4,-1,4,73,18,-10,2,-142,-1
2,4,2,-3,0,3,69,19,-12,1,-145,2
-1,5,6,-2,-4,5,69,19,-12,0,-149,5
-1,8,9,-4,-6,9,71,18,-12,3,-140,10
-3,8,11,-3,-8,10,73,16,-13,6,-138,13
-7,6,13,0,-10,10,77,15,-13,10,-134,12
-5,6,11,-1,-8,8,75,14,-16,10,-130,9
-6,3,9,1,-8,6,68,12,-18,6,-136,2
-2,1,3,0,-3,3,69,10,-19,4,-137,-2
2,-1,-4,-1,2,-2,74,4,-20,-1,-147,-1
4,-1,-5,-2,4,-3,75,4,-17,-1,-149,0
8,3,-5,-6,6,-1,73,7,-13,4,-144,5
10,4,-6,-7,7,0,71,9,-12,6,-145,5
16,6,-9,-11,12,-1,70,12,-12,11,-137,5
21,8,-13,-14,16,-3,70,12,-14,12,-137,5
24,7,-17,-16,20,-4,74,12,-14,11,-136,3
28,9,-19,-18,23,-5,72,13,-15,14,-133,4
26,9,-16,-18,20,-3,68,13,-14,15,-137,3
23,10,-13,-17,17,-1,71,13,-13,18,-132,4
16,9,-7,-13,11,1,78,9,-11,18,-134,8
11,9,-2,-11,6,4,78,9,-10,17,-134,10
